date,code,w
2020-05-29,002294.XSHE,0.0006400000303526865
2020-05-29,002304.XSHE,0.004870000006040687
2020-05-29,002311.XSHE,0.0029299999993672708
2020-05-29,002352.XSHE,0.0030800000472993236
2020-05-29,002410.XSHE,0.0029699998134429433
2020-05-29,002411.XSHE,0.000320000058846747
2020-05-29,002415.XSHE,0.007859999969329646
2020-05-29,002422.XSHE,0.0013600000480978103
2020-05-29,002456.XSHE,0.002060000045095017
2020-05-29,002460.XSHE,0.0029000000222118433
2020-05-29,002466.XSHE,0.001360001853058914
2020-05-29,002468.XSHE,0.00042999957411563874
2020-05-29,002475.XSHE,0.01093999904494287
2020-05-29,002493.XSHE,0.0016800000256257293
2020-05-29,002508.XSHE,0.0012399991798434718
2020-05-29,002555.XSHE,0.0027499973248939196
2020-05-29,002558.XSHE,0.0007700000267692916
2020-05-29,002594.XSHE,0.0039900062702887115
2020-05-29,002601.XSHE,0.0012199992884273135
2020-05-29,002602.XSHE,0.002439999637402585
2020-05-29,002607.XSHE,0.001529996732208568
2020-05-29,002624.XSHE,0.0017399999961659244
2020-05-29,002673.XSHE,0.0010700000285178554
2020-05-29,002714.XSHE,0.007959999987441893
2020-05-29,002736.XSHE,0.0020100000063536477
2020-05-29,002739.XSHE,0.0010300077648845696
2020-05-29,002773.XSHE,0.0007200000256506335
2020-05-29,002841.XSHE,0.0004999983078846419
2020-05-29,002916.XSHE,0.0016499986879426943
2020-05-29,002938.XSHE,0.0008199991719621368
2020-05-29,002939.XSHE,0.0003099992651938297
2020-05-29,002945.XSHE,0.0002799992818057239
2020-05-29,002958.XSHE,0.00019999959757822453
2020-05-29,300003.XSHE,0.002859999999357605
2020-05-29,300015.XSHE,0.004829999707263762
2020-05-29,300017.XSHE,0.001160001468316806
2020-05-29,300024.XSHE,0.001080002125211218
2020-05-29,300033.XSHE,0.001769997664696134
2020-05-29,300059.XSHE,0.007029999795187522
2020-05-29,300070.XSHE,0.0011499999954899082
2020-05-29,300122.XSHE,0.0030799978793577894
2020-05-29,300124.XSHE,0.0027299998636894206
2020-05-29,300136.XSHE,0.002309999993880999
2020-05-29,300142.XSHE,0.003950000052306685
2020-05-29,300144.XSHE,0.0021999995043619604
2020-05-29,300347.XSHE,0.0034099984547107955
2020-05-29,300408.XSHE,0.0015900000340958132
2020-05-29,300413.XSHE,0.0021699995024202674
2020-05-29,300433.XSHE,0.0015899998578060989
2020-05-29,300498.XSHE,0.007529999528354573
2020-05-29,600000.XSHG,0.00949999972163631
2020-05-29,600004.XSHG,0.0013000000361473823
2020-05-29,600009.XSHG,0.005339999189716069
2020-05-29,600010.XSHG,0.0019200004741701082
2020-05-29,600011.XSHG,0.001460000004434063
2020-05-29,600015.XSHG,0.0029999998340648677
2020-05-29,600016.XSHG,0.010819999650145065
2020-05-29,600018.XSHG,0.0014399998187809692
2020-05-29,600019.XSHG,0.003339999178848718
2020-05-29,600023.XSHG,0.0010799995360761955
2020-05-29,600025.XSHG,0.000489999988179947
2020-05-29,600027.XSHG,0.0009099985593663955
2020-05-29,600028.XSHG,0.004240002741255326
2020-05-29,600029.XSHG,0.0016700076454250622
2020-05-29,600030.XSHG,0.014529999998570433
2020-05-29,600031.XSHG,0.008279998895635904
2020-05-29,600036.XSHG,0.026710000022310193
2020-05-29,600038.XSHG,0.0009400000076459731
2020-05-29,600048.XSHG,0.007869999990455644
2020-05-29,600050.XSHG,0.0035400000142992373
2020-05-29,600061.XSHG,0.0015400000098282677
2020-05-29,600066.XSHG,0.001230000013489303
2020-05-29,600068.XSHG,0.0012599998326235974
2020-05-29,600085.XSHG,0.0010500000487580947
2020-05-29,600089.XSHG,0.001949999505014784
2020-05-29,600100.XSHG,0.0012600053879425416
2020-05-29,600104.XSHG,0.0048100000076265964
2020-05-29,600109.XSHG,0.0018199988728971072
2020-05-29,600111.XSHG,0.0016899987641941611
2020-05-29,600115.XSHG,0.0014300000911014923
2020-05-29,600118.XSHG,0.0014599999088801459
2020-05-29,600153.XSHG,0.0009499975335434796
2020-05-29,600170.XSHG,0.0010500007685612532
2020-05-29,600176.XSHG,0.0014200000107936616
2020-05-29,600177.XSHG,0.0013199999743044777
2020-05-29,600183.XSHG,0.002339999996351888
2020-05-29,600188.XSHG,0.000569999253199059
2020-05-29,600196.XSHG,0.002370000007443063
2020-05-29,600208.XSHG,0.0009800000096348688
2020-05-29,600219.XSHG,0.0011099986064909643
2020-05-29,600221.XSHG,0.001430000040719397
2020-05-29,600233.XSHG,0.000959999779176418
2020-05-29,600271.XSHG,0.0013600000474309037
2020-05-29,600276.XSHG,0.022389999527769718
2020-05-29,600297.XSHG,0.0007800000031038076
2020-05-29,600299.XSHG,0.00026000002707545655
2020-05-29,600309.XSHG,0.0055899994885643236
2020-05-29,600332.XSHG,0.0013000000387546218
2020-05-29,600340.XSHG,0.0019999996998232234
2020-05-29,600346.XSHG,0.002249998441289344
2020-05-29,600352.XSHG,0.0024299988163660755
2020-05-29,600362.XSHG,0.0010099995325208418
2020-05-29,600369.XSHG,0.0009500000047625064
2020-05-29,600372.XSHG,0.0005400000116631417
2020-05-29,600383.XSHG,0.002199999981917288
2020-05-29,600390.XSHG,0.00024999975005280734
2020-05-29,600398.XSHG,0.0006199997536575611
2020-05-29,600406.XSHG,0.0032800000094165547
2020-05-29,600436.XSHG,0.0033899991017127713
2020-05-29,600438.XSHG,0.002699999912319158
2020-05-29,600482.XSHG,0.0007800000118313331
2020-05-29,600487.XSHG,0.0016799994745234767
2020-05-29,600489.XSHG,0.0013199984157221676
2020-05-29,600498.XSHG,0.001500000014439375
2020-05-29,600516.XSHG,0.001169998876734137
2020-05-29,600519.XSHG,0.05258000046232091
2020-05-29,600522.XSHG,0.0021799978316709456
2020-05-29,600535.XSHG,0.0010300000391999693
2020-05-29,600547.XSHG,0.0029499989654883626
2020-05-29,600566.XSHG,0.0005499989309805381
2020-05-29,600570.XSHG,0.005179997814784195
2020-05-29,600583.XSHG,0.0007800000315367723
2020-05-29,600585.XSHG,0.008699998818263062
2020-05-29,600588.XSHG,0.004349999945473032
2020-05-29,600606.XSHG,0.0014999999839430506
2020-05-29,600637.XSHG,0.0015799999976898725
2020-05-29,600655.XSHG,0.0009799989812048205
2020-05-29,600660.XSHG,0.002109999895450505
2020-05-29,600663.XSHG,0.0007699999778821484
2020-05-29,600674.XSHG,0.0011999996422126823
2020-05-29,600690.XSHG,0.004669999986971665
2020-05-29,600703.XSHG,0.00436000002166322
2020-05-29,600705.XSHG,0.0015599995572677168
2020-05-29,600733.XSHG,0.0006300000248142813
2020-05-29,600741.XSHG,0.002310000008012489
2020-05-29,600760.XSHG,0.0010799980525515267
2020-05-29,600795.XSHG,0.001639999990502542
2020-05-29,600809.XSHG,0.0025599991131884654
2020-05-29,600837.XSHG,0.0071600000071810445
2020-05-29,600848.XSHG,0.0006199999806593232
2020-05-29,600867.XSHG,0.001729998272298253
2020-05-29,600886.XSHG,0.0019599995873272377
2020-05-29,600887.XSHG,0.013280003190159753
2020-05-29,600893.XSHG,0.0016599999134062923
2020-05-29,600900.XSHG,0.01171999996717912
2020-05-29,600919.XSHG,0.004189999428328242
2020-05-29,600926.XSHG,0.001649999032547895
2020-05-29,600928.XSHG,0.00018999990343755932
2020-05-29,600958.XSHG,0.0025099999875027547
2020-05-29,600968.XSHG,0.0003499996604875728
2020-05-29,600977.XSHG,0.0007500000312550278
2020-05-29,600989.XSHG,0.0005499987262862175
2020-05-29,600998.XSHG,0.0007800000177785807
2020-05-29,600999.XSHG,0.003630000002556117
2020-05-29,601006.XSHG,0.0031099989369342933
2020-05-29,601009.XSHG,0.0036299993172265155
2020-05-29,601012.XSHG,0.006549997775596796
2020-05-29,601018.XSHG,0.0010299994374195693
2020-05-29,601021.XSHG,0.0010100000297036556
2020-05-29,601066.XSHG,0.001089999340656585
2020-05-29,601088.XSHG,0.00413999920556237
2020-05-29,601108.XSHG,0.0019099983738521365
2020-05-29,601111.XSHG,0.001480000082651322
2020-05-29,601117.XSHG,0.0010499999350102743
2020-05-29,601138.XSHG,0.00182999996341938
2020-05-29,601155.XSHG,0.0021599993622910168
2020-05-29,601162.XSHG,0.00027999999911937134
2020-05-29,601166.XSHG,0.017929999759481202
2020-05-29,601169.XSHG,0.005529999565348244
2020-05-29,601186.XSHG,0.0030499998603914003
2020-05-29,601198.XSHG,0.0011100000116245363
2020-05-29,601211.XSHG,0.005410000007361635
2020-05-29,601212.XSHG,0.0003000037249611848
2020-05-29,601216.XSHG,0.0006399998102650044
2020-05-29,601225.XSHG,0.00219999850406709
2020-05-29,601229.XSHG,0.004409999715511596
2020-05-29,601236.XSHG,0.0005999993418808695
2020-05-29,601238.XSHG,0.0006600000326350652
2020-05-29,601288.XSHG,0.009970000023866311
2020-05-29,601298.XSHG,0.00020999899861995285
2020-05-29,601318.XSHG,0.05865000010688115
2020-05-29,601319.XSHG,0.0005099993943842367
2020-05-29,601328.XSHG,0.01074999991891446
2020-05-29,601336.XSHG,0.002789998937527511
2020-05-29,601360.XSHG,0.0005499981478318997
2020-05-29,601377.XSHG,0.0020400000004395335
2020-05-29,601390.XSHG,0.003269999455630146
2020-05-29,601398.XSHG,0.00846000622619905
2020-05-29,601555.XSHG,0.0018000000018796375
2020-05-29,601577.XSHG,0.0006099989128929526
2020-05-29,601600.XSHG,0.0014000000205983635
2020-05-29,601601.XSHG,0.006809999567309084
2020-05-29,601607.XSHG,0.0015700000211392473
2020-05-29,601618.XSHG,0.001369999797073534
2020-05-29,601628.XSHG,0.0032700000028066715
2020-05-29,601633.XSHG,0.0007400000197227298
2020-05-29,601668.XSHG,0.008039999525493878
2020-05-29,601669.XSHG,0.0020000000027965165
2020-05-29,601688.XSHG,0.005839999518164216
2020-05-29,601698.XSHG,0.0005699990777779688
2020-05-29,601727.XSHG,0.0012200020300733724
2020-05-29,601766.XSHG,0.00435000001957877
2020-05-29,601788.XSHG,0.001630000010299631
2020-05-29,601800.XSHG,0.0013799998515347752
2020-05-29,601808.XSHG,0.0005699992723083243
2020-05-29,601818.XSHG,0.004649999558864636
2020-05-29,601828.XSHG,0.00031999950940122336
2020-05-29,601838.XSHG,0.0010999988640631305
2020-05-29,601857.XSHG,0.0031600000237687518
2020-05-29,601877.XSHG,0.0020899999963626954
2020-05-29,601878.XSHG,0.0010099989787974494
2020-05-29,601881.XSHG,0.0009699993630443676
2020-05-29,601888.XSHG,0.007570000266830556
2020-05-29,601898.XSHG,0.0005299997653962498
2020-05-29,601899.XSHG,0.003979999487541917
2020-05-29,601901.XSHG,0.0021800057545019015
2020-05-29,601919.XSHG,0.0009399990129973346
2020-05-29,601933.XSHG,0.002730001418321605
2020-05-29,601939.XSHG,0.0032800000395192277
2020-05-29,601985.XSHG,0.0019200017277543743
2020-05-29,601988.XSHG,0.005570000016060879
2020-05-29,601989.XSHG,0.002850001934464981
2020-05-29,601992.XSHG,0.0008000000092006534
2020-05-29,601997.XSHG,0.0015299990053745248
2020-05-29,601998.XSHG,0.001179999933824711
2020-05-29,603019.XSHG,0.0025099987783704114
2020-05-29,603156.XSHG,0.0008699999983458434
2020-05-29,603160.XSHG,0.0022699989613268255
2020-05-29,603259.XSHG,0.005980000041713449
2020-05-29,603260.XSHG,0.0002699994770980547
2020-05-29,603288.XSHG,0.008549999466671598
2020-05-29,603501.XSHG,0.0024299996450737535
2020-05-29,603799.XSHG,0.0017000000207148575
2020-05-29,603833.XSHG,0.0011700005913297458
2020-05-29,603899.XSHG,0.0015699996267756248
2020-05-29,603986.XSHG,0.0039899990388033695
2020-05-29,603993.XSHG,0.0018500000224024
2020-06-30,000001.XSHE,0.00839
2020-06-30,000002.XSHE,0.01202
2020-06-30,000063.XSHE,0.00731
2020-06-30,000066.XSHE,0.00157
2020-06-30,000069.XSHE,0.00168
2020-06-30,000100.XSHE,0.00567
2020-06-30,000157.XSHE,0.0022500000000000003
2020-06-30,000166.XSHE,0.00308
2020-06-30,000333.XSHE,0.019790000000000002
2020-06-30,000338.XSHE,0.00444
2020-06-30,000425.XSHE,0.00188
2020-06-30,000538.XSHE,0.0032400000000000003
2020-06-30,000568.XSHE,0.00451
2020-06-30,000596.XSHE,0.00117
2020-06-30,000625.XSHE,0.00145
2020-06-30,000627.XSHE,0.0007000000000000001
2020-06-30,000651.XSHE,0.0184
2020-06-30,000656.XSHE,0.0011799999999999998
2020-06-30,000661.XSHE,0.008329999999999999
2020-06-30,000671.XSHE,0.0007000000000000001
2020-06-30,000703.XSHE,0.00114
2020-06-30,000708.XSHE,0.00041
2020-06-30,000709.XSHE,0.0005899999999999999
2020-06-30,000723.XSHE,0.00052
2020-06-30,000725.XSHE,0.00855
2020-06-30,000728.XSHE,0.00115
2020-06-30,000768.XSHE,0.00166
2020-06-30,000776.XSHE,0.0028199999999999996
2020-06-30,000783.XSHE,0.0017599999999999998
2020-06-30,000786.XSHE,0.00122
2020-06-30,000858.XSHE,0.02244
2020-06-30,000860.XSHE,0.002
2020-06-30,000876.XSHE,0.00424
2020-06-30,000895.XSHE,0.0031
2020-06-30,000938.XSHE,0.00297
2020-06-30,000961.XSHE,0.0011200000000000001
2020-06-30,000963.XSHE,0.0015
2020-06-30,000977.XSHE,0.00267
2020-06-30,001979.XSHE,0.0035199999999999997
2020-06-30,002001.XSHE,0.00253
2020-06-30,002007.XSHE,0.0037099999999999998
2020-06-30,002008.XSHE,0.00207
2020-06-30,002024.XSHE,0.00221
2020-06-30,002027.XSHE,0.00387
2020-06-30,002032.XSHE,0.00079
2020-06-30,002044.XSHE,0.00267
2020-06-30,002050.XSHE,0.00266
2020-06-30,002120.XSHE,0.00192
2020-06-30,002129.XSHE,0.00296
2020-06-30,002142.XSHE,0.0053300000000000005
2020-06-30,002146.XSHE,0.00095
2020-06-30,002153.XSHE,0.00084
2020-06-30,002157.XSHE,0.00148
2020-06-30,002179.XSHE,0.00153
2020-06-30,002202.XSHE,0.0018599999999999999
2020-06-30,002230.XSHE,0.0038900000000000002
2020-06-30,002236.XSHE,0.00234
2020-06-30,002241.XSHE,0.00451
2020-06-30,002252.XSHE,0.00116
2020-06-30,002271.XSHE,0.00302
2020-06-30,002304.XSHE,0.00428
2020-06-30,002311.XSHE,0.00254
2020-06-30,002352.XSHE,0.00489
2020-06-30,002371.XSHE,0.0028599999999999997
2020-06-30,002410.XSHE,0.00426
2020-06-30,002415.XSHE,0.00767
2020-06-30,002422.XSHE,0.0014299999999999998
2020-06-30,002456.XSHE,0.00234
2020-06-30,002460.XSHE,0.0027700000000000003
2020-06-30,002463.XSHE,0.0020399999999999997
2020-06-30,002466.XSHE,0.0013700000000000001
2020-06-30,002468.XSHE,0.00068
2020-06-30,002475.XSHE,0.014539999999999999
2020-06-30,002493.XSHE,0.00157
2020-06-30,002508.XSHE,0.001
2020-06-30,002555.XSHE,0.0040100000000000005
2020-06-30,002558.XSHE,0.0007099999999999999
2020-06-30,002594.XSHE,0.0044
2020-06-30,002601.XSHE,0.00127
2020-06-30,002602.XSHE,0.0025800000000000003
2020-06-30,002607.XSHE,0.00127
2020-06-30,002624.XSHE,0.00252
2020-06-30,002673.XSHE,0.00097
2020-06-30,002714.XSHE,0.00831
2020-06-30,002736.XSHE,0.00188
2020-06-30,002739.XSHE,0.00086
2020-06-30,002773.XSHE,0.0008799999999999999
2020-06-30,002841.XSHE,0.0017599999999999998
2020-06-30,002916.XSHE,0.00161
2020-06-30,002938.XSHE,0.00086
2020-06-30,002939.XSHE,0.00078
2020-06-30,002945.XSHE,0.00025
2020-06-30,002958.XSHE,0.00083
2020-06-30,003816.XSHE,0.0011799999999999998
2020-06-30,300003.XSHE,0.00308
2020-06-30,300014.XSHE,0.00298
2020-06-30,300015.XSHE,0.0059099999999999995
2020-06-30,300033.XSHE,0.00193
2020-06-30,300059.XSHE,0.0088
2020-06-30,300122.XSHE,0.00433
2020-06-30,300124.XSHE,0.00267
2020-06-30,300136.XSHE,0.0027800000000000004
2020-06-30,300142.XSHE,0.00544
2020-06-30,300144.XSHE,0.00183
2020-06-30,300347.XSHE,0.00361
2020-06-30,300408.XSHE,0.0019500000000000001
2020-06-30,300413.XSHE,0.00314
2020-06-30,300433.XSHE,0.00249
2020-06-30,300498.XSHE,0.00657
2020-06-30,300601.XSHE,0.00368
2020-06-30,300628.XSHE,0.00124
2020-06-30,600000.XSHG,0.00839
2020-06-30,600004.XSHG,0.00107
2020-06-30,600009.XSHG,0.00469
2020-06-30,600010.XSHG,0.00166
2020-06-30,600011.XSHG,0.00125
2020-06-30,600015.XSHG,0.00255
2020-06-30,600016.XSHG,0.00815
2020-06-30,600018.XSHG,0.00099
2020-06-30,600019.XSHG,0.0027400000000000002
2020-06-30,600025.XSHG,0.00046
2020-06-30,600027.XSHG,0.00075
2020-06-30,600028.XSHG,0.0035299999999999997
2020-06-30,600029.XSHG,0.00154
2020-06-30,600030.XSHG,0.013879999999999998
2020-06-30,600031.XSHG,0.00749
2020-06-30,600036.XSHG,0.0235
2020-06-30,600038.XSHG,0.00082
2020-06-30,600048.XSHG,0.00715
2020-06-30,600050.XSHG,0.0030399999999999997
2020-06-30,600061.XSHG,0.00145
2020-06-30,600066.XSHG,0.0011
2020-06-30,600068.XSHG,0.00111
2020-06-30,600085.XSHG,0.00101
2020-06-30,600089.XSHG,0.0017000000000000001
2020-06-30,600104.XSHG,0.00402
2020-06-30,600109.XSHG,0.00187
2020-06-30,600111.XSHG,0.0013700000000000001
2020-06-30,600115.XSHG,0.00128
2020-06-30,600118.XSHG,0.00123
2020-06-30,600170.XSHG,0.00092
2020-06-30,600176.XSHG,0.0013
2020-06-30,600177.XSHG,0.0011200000000000001
2020-06-30,600183.XSHG,0.0022500000000000003
2020-06-30,600188.XSHG,0.00053
2020-06-30,600196.XSHG,0.0027600000000000003
2020-06-30,600208.XSHG,0.0008699999999999999
2020-06-30,600219.XSHG,0.00098
2020-06-30,600221.XSHG,0.00117
2020-06-30,600233.XSHG,0.00125
2020-06-30,600271.XSHG,0.00123
2020-06-30,600276.XSHG,0.023170000000000003
2020-06-30,600297.XSHG,0.0008699999999999999
2020-06-30,600299.XSHG,0.00024
2020-06-30,600309.XSHG,0.0053
2020-06-30,600332.XSHG,0.00123
2020-06-30,600340.XSHG,0.0018599999999999999
2020-06-30,600346.XSHG,0.002
2020-06-30,600352.XSHG,0.0022500000000000003
2020-06-30,600362.XSHG,0.00094
2020-06-30,600369.XSHG,0.0008799999999999999
2020-06-30,600372.XSHG,0.00048
2020-06-30,600383.XSHG,0.00209
2020-06-30,600390.XSHG,0.00107
2020-06-30,600398.XSHG,0.00052
2020-06-30,600406.XSHG,0.00316
2020-06-30,600436.XSHG,0.0034699999999999996
2020-06-30,600438.XSHG,0.00302
2020-06-30,600482.XSHG,0.0006900000000000001
2020-06-30,600487.XSHG,0.0015199999999999999
2020-06-30,600489.XSHG,0.00115
2020-06-30,600498.XSHG,0.0013700000000000001
2020-06-30,600516.XSHG,0.00097
2020-06-30,600519.XSHG,0.04967
2020-06-30,600522.XSHG,0.0019
2020-06-30,600547.XSHG,0.00322
2020-06-30,600570.XSHG,0.0060799999999999995
2020-06-30,600583.XSHG,0.00068
2020-06-30,600585.XSHG,0.008579999999999999
2020-06-30,600588.XSHG,0.00484
2020-06-30,600606.XSHG,0.0015199999999999999
2020-06-30,600637.XSHG,0.00134
2020-06-30,600655.XSHG,0.0009299999999999999
2020-06-30,600660.XSHG,0.00198
2020-06-30,600674.XSHG,0.00083
2020-06-30,600690.XSHG,0.00453
2020-06-30,600703.XSHG,0.00413
2020-06-30,600705.XSHG,0.0014399999999999999
2020-06-30,600741.XSHG,0.00221
2020-06-30,600745.XSHG,0.00383
2020-06-30,600760.XSHG,0.0009299999999999999
2020-06-30,600795.XSHG,0.00147
2020-06-30,600809.XSHG,0.00256
2020-06-30,600837.XSHG,0.00688
2020-06-30,600848.XSHG,0.0008699999999999999
2020-06-30,600867.XSHG,0.00168
2020-06-30,600886.XSHG,0.0014399999999999999
2020-06-30,600887.XSHG,0.01276
2020-06-30,600893.XSHG,0.0014299999999999998
2020-06-30,600900.XSHG,0.01126
2020-06-30,600919.XSHG,0.0035399999999999997
2020-06-30,600926.XSHG,0.0014299999999999998
2020-06-30,600928.XSHG,0.00047
2020-06-30,600958.XSHG,0.0023
2020-06-30,600968.XSHG,0.00032
2020-06-30,600977.XSHG,0.00066
2020-06-30,600989.XSHG,0.00046
2020-06-30,600998.XSHG,0.00094
2020-06-30,600999.XSHG,0.00424
2020-06-30,601006.XSHG,0.0028299999999999996
2020-06-30,601009.XSHG,0.00297
2020-06-30,601012.XSHG,0.0072699999999999996
2020-06-30,601018.XSHG,0.00095
2020-06-30,601021.XSHG,0.0008699999999999999
2020-06-30,601066.XSHG,0.00136
2020-06-30,601077.XSHG,0.00037
2020-06-30,601088.XSHG,0.0032
2020-06-30,601100.XSHG,0.0014299999999999998
2020-06-30,601108.XSHG,0.0017399999999999998
2020-06-30,601111.XSHG,0.00133
2020-06-30,601117.XSHG,0.00091
2020-06-30,601138.XSHG,0.00203
2020-06-30,601155.XSHG,0.00191
2020-06-30,601162.XSHG,0.00136
2020-06-30,601166.XSHG,0.01329
2020-06-30,601169.XSHG,0.0049
2020-06-30,601186.XSHG,0.00261
2020-06-30,601198.XSHG,0.0010199999999999999
2020-06-30,601211.XSHG,0.00526
2020-06-30,601212.XSHG,0.00026
2020-06-30,601216.XSHG,0.00058
2020-06-30,601225.XSHG,0.0019500000000000001
2020-06-30,601229.XSHG,0.005580000000000001
2020-06-30,601231.XSHG,0.00097
2020-06-30,601236.XSHG,0.00052
2020-06-30,601238.XSHG,0.0005600000000000001
2020-06-30,601288.XSHG,0.00656
2020-06-30,601298.XSHG,0.00027
2020-06-30,601318.XSHG,0.05226
2020-06-30,601319.XSHG,0.0009299999999999999
2020-06-30,601328.XSHG,0.009519999999999999
2020-06-30,601336.XSHG,0.0025
2020-06-30,601360.XSHG,0.00126
2020-06-30,601377.XSHG,0.00217
2020-06-30,601390.XSHG,0.0027600000000000003
2020-06-30,601398.XSHG,0.01179
2020-06-30,601555.XSHG,0.0017100000000000001
2020-06-30,601577.XSHG,0.00055
2020-06-30,601600.XSHG,0.00122
2020-06-30,601601.XSHG,0.00501
2020-06-30,601607.XSHG,0.0014299999999999998
2020-06-30,601618.XSHG,0.00121
2020-06-30,601628.XSHG,0.00306
2020-06-30,601633.XSHG,0.00063
2020-06-30,601658.XSHG,0.00083
2020-06-30,601668.XSHG,0.00676
2020-06-30,601669.XSHG,0.00179
2020-06-30,601688.XSHG,0.00748
2020-06-30,601698.XSHG,0.00049
2020-06-30,601727.XSHG,0.00124
2020-06-30,601766.XSHG,0.00458
2020-06-30,601788.XSHG,0.00212
2020-06-30,601800.XSHG,0.0017499999999999998
2020-06-30,601808.XSHG,0.00053
2020-06-30,601816.XSHG,0.00124
2020-06-30,601818.XSHG,0.00385
2020-06-30,601828.XSHG,0.00029
2020-06-30,601838.XSHG,0.00117
2020-06-30,601857.XSHG,0.0027500000000000003
2020-06-30,601877.XSHG,0.00191
2020-06-30,601878.XSHG,0.00089
2020-06-30,601881.XSHG,0.001
2020-06-30,601888.XSHG,0.01016
2020-06-30,601898.XSHG,0.00047
2020-06-30,601899.XSHG,0.00409
2020-06-30,601901.XSHG,0.00197
2020-06-30,601916.XSHG,0.00058
2020-06-30,601919.XSHG,0.00113
2020-06-30,601933.XSHG,0.00243
2020-06-30,601939.XSHG,0.0028599999999999997
2020-06-30,601985.XSHG,0.00172
2020-06-30,601988.XSHG,0.00496
2020-06-30,601989.XSHG,0.00247
2020-06-30,601992.XSHG,0.0006900000000000001
2020-06-30,601997.XSHG,0.00109
2020-06-30,601998.XSHG,0.00107
2020-06-30,603019.XSHG,0.0027
2020-06-30,603156.XSHG,0.00074
2020-06-30,603160.XSHG,0.0027500000000000003
2020-06-30,603259.XSHG,0.006770000000000001
2020-06-30,603260.XSHG,0.00026
2020-06-30,603288.XSHG,0.00817
2020-06-30,603369.XSHG,0.00169
2020-06-30,603501.XSHG,0.0023599999999999997
2020-06-30,603658.XSHG,0.0014199999999999998
2020-06-30,603799.XSHG,0.0018
2020-06-30,603833.XSHG,0.00099
2020-06-30,603899.XSHG,0.0013700000000000001
2020-06-30,603986.XSHG,0.00525
2020-06-30,603993.XSHG,0.0017499999999999998
2020-07-31,000001.XSHE,0.007760000000000578
2020-07-31,000002.XSHE,0.01095000000000141
2020-07-31,000063.XSHE,0.00632999999999928
2020-07-31,000066.XSHE,0.0019299999999961032
2020-07-31,000069.XSHE,0.0017599999999996481
2020-07-31,000100.XSHE,0.005070000000002303
2020-07-31,000157.XSHE,0.002570000000000367
2020-07-31,000166.XSHE,0.0031499999999994046
2020-07-31,000333.XSHE,0.021060000000001758
2020-07-31,000338.XSHE,0.004649999999999413
2020-07-31,000425.XSHE,0.001790000000000476
2020-07-31,000538.XSHE,0.0033500000000012027
2020-07-31,000568.XSHE,0.005179999999999687
2020-07-31,000596.XSHE,0.0014699999999995004
2020-07-31,000625.XSHE,0.0012900000000016444
2020-07-31,000627.XSHE,0.0006800000000000358
2020-07-31,000651.XSHE,0.016410000000002558
2020-07-31,000656.XSHE,0.001109999999999742
2020-07-31,000661.XSHE,0.008439999999999738
2020-07-31,000671.XSHE,0.0006800000000008941
2020-07-31,000703.XSHE,0.0011199999999994342
2020-07-31,000708.XSHE,0.0004100000000003225
2020-07-31,000709.XSHE,0.0005700000000000578
2020-07-31,000723.XSHE,0.0004900000000010984
2020-07-31,000725.XSHE,0.0075800000000017225
2020-07-31,000728.XSHE,0.0012600000000011443
2020-07-31,000768.XSHE,0.001969999999999974
2020-07-31,000776.XSHE,0.0027699999999996304
2020-07-31,000783.XSHE,0.001999999999998514
2020-07-31,000786.XSHE,0.0015599999999988616
2020-07-31,000858.XSHE,0.025290000000000652
2020-07-31,000860.XSHE,0.0019300000000001406
2020-07-31,000876.XSHE,0.0041099999999992184
2020-07-31,000895.XSHE,0.003259999999999143
2020-07-31,000938.XSHE,0.0026799999999965836
2020-07-31,000961.XSHE,0.0010499999999988067
2020-07-31,000963.XSHE,0.0014599999999994823
2020-07-31,000977.XSHE,0.0022899999999970396
2020-07-31,001979.XSHE,0.003240000000000152
2020-07-31,002001.XSHE,0.0022700000000005086
2020-07-31,002007.XSHE,0.0042599999999994595
2020-07-31,002008.XSHE,0.002040000000001539
2020-07-31,002024.XSHE,0.002299999999999781
2020-07-31,002027.XSHE,0.003730000000000252
2020-07-31,002032.XSHE,0.0008300000000010785
2020-07-31,002044.XSHE,0.0025300000000027505
2020-07-31,002050.XSHE,0.0025500000000012566
2020-07-31,002120.XSHE,0.0016700000000001093
2020-07-31,002129.XSHE,0.0028400000000011073
2020-07-31,002142.XSHE,0.005210000000000216
2020-07-31,002146.XSHE,0.0008599999999991873
2020-07-31,002153.XSHE,0.0007099999999968374
2020-07-31,002157.XSHE,0.0016199999999991757
2020-07-31,002179.XSHE,0.0014400000000003553
2020-07-31,002202.XSHE,0.002150000000001412
2020-07-31,002230.XSHE,0.003379999999996786
2020-07-31,002236.XSHE,0.0023000000000000086
2020-07-31,002241.XSHE,0.005809999999999889
2020-07-31,002252.XSHE,0.0012500000000014132
2020-07-31,002271.XSHE,0.003609999999997882
2020-07-31,002304.XSHE,0.004880000000000807
2020-07-31,002311.XSHE,0.0030199999999988045
2020-07-31,002352.XSHE,0.005630000000000227
2020-07-31,002371.XSHE,0.003090000000000946
2020-07-31,002410.XSHE,0.004149999999996245
2020-07-31,002415.XSHE,0.008280000000000065
2020-07-31,002422.XSHE,0.0013600000000013916
2020-07-31,002456.XSHE,0.002200000000001391
2020-07-31,002460.XSHE,0.0025599999999999586
2020-07-31,002463.XSHE,0.0017399999999998545
2020-07-31,002466.XSHE,0.0013400000000005569
