date,code,w
2020-03-31,002236.XSHE,0.0023499999999999997
2020-03-31,002241.XSHE,0.003
2020-03-31,002252.XSHE,0.00126
2020-03-31,002271.XSHE,0.00244
2020-03-31,002294.XSHE,0.0006
2020-03-31,002304.XSHE,0.00406
2020-03-31,002311.XSHE,0.00255
2020-03-31,002352.XSHE,0.00335
2020-03-31,002410.XSHE,0.00232
2020-03-31,002411.XSHE,0.00037999999999999997
2020-03-31,002415.XSHE,0.00838
2020-03-31,002422.XSHE,0.0014399999999999999
2020-03-31,002456.XSHE,0.00208
2020-03-31,002460.XSHE,0.00247
2020-03-31,002466.XSHE,0.00132
2020-03-31,002468.XSHE,0.00043
2020-03-31,002475.XSHE,0.00984
2020-03-31,002493.XSHE,0.00166
2020-03-31,002508.XSHE,0.00108
2020-03-31,002555.XSHE,0.0027700000000000003
2020-03-31,002558.XSHE,0.0008100000000000001
2020-03-31,002594.XSHE,0.00437
2020-03-31,002601.XSHE,0.00122
2020-03-31,002602.XSHE,0.0023599999999999997
2020-03-31,002607.XSHE,0.00124
2020-03-31,002624.XSHE,0.00198
2020-03-31,002673.XSHE,0.00116
2020-03-31,002714.XSHE,0.00849
2020-03-31,002736.XSHE,0.00219
2020-03-31,002739.XSHE,0.00105
2020-03-31,002773.XSHE,0.00083
2020-03-31,002841.XSHE,0.00045
2020-03-31,002916.XSHE,0.0016200000000000001
2020-03-31,002938.XSHE,0.00065
2020-03-31,002939.XSHE,0.00033
2020-03-31,002945.XSHE,0.00031
2020-03-31,002958.XSHE,0.00021
2020-03-31,300003.XSHE,0.00311
2020-03-31,300015.XSHE,0.00392
2020-03-31,300017.XSHE,0.00122
2020-03-31,300024.XSHE,0.0012
2020-03-31,300033.XSHE,0.00188
2020-03-31,300059.XSHE,0.0069299999999999995
2020-03-31,300070.XSHE,0.0014099999999999998
2020-03-31,300122.XSHE,0.0026
2020-03-31,300124.XSHE,0.00216
2020-03-31,300136.XSHE,0.00214
2020-03-31,300142.XSHE,0.00313
2020-03-31,300144.XSHE,0.0017499999999999998
2020-03-31,300347.XSHE,0.0027
2020-03-31,300408.XSHE,0.00153
2020-03-31,300413.XSHE,0.00187
2020-03-31,300433.XSHE,0.00149
2020-03-31,300498.XSHE,0.009649999999999999
2020-03-31,600000.XSHG,0.00958
2020-03-31,600004.XSHG,0.00104
2020-03-31,600009.XSHG,0.00471
2020-03-31,600010.XSHG,0.00211
2020-03-31,600011.XSHG,0.00166
2020-03-31,600015.XSHG,0.0032
2020-03-31,600016.XSHG,0.01139
2020-03-31,600018.XSHG,0.00167
2020-03-31,600019.XSHG,0.0034899999999999996
2020-03-31,600023.XSHG,0.00111
2020-03-31,600025.XSHG,0.00053
2020-03-31,600027.XSHG,0.0009
2020-03-31,600028.XSHG,0.0047599999999999995
2020-03-31,600029.XSHG,0.00178
2020-03-31,600030.XSHG,0.01517
2020-03-31,600031.XSHG,0.008199999999999999
2020-03-31,600036.XSHG,0.026760000000000003
2020-03-31,600038.XSHG,0.00099
2020-03-31,600048.XSHG,0.00855
2020-03-31,600050.XSHG,0.00391
2020-03-31,600061.XSHG,0.00166
2020-03-31,600066.XSHG,0.00146
2020-03-31,600068.XSHG,0.00155
2020-03-31,600085.XSHG,0.0011200000000000001
2020-03-31,600089.XSHG,0.00218
2020-03-31,600100.XSHG,0.0015199999999999999
2020-03-31,600104.XSHG,0.00577
2020-03-31,600109.XSHG,0.00178
2020-03-31,600111.XSHG,0.00157
2020-03-31,600115.XSHG,0.00149
2020-03-31,600118.XSHG,0.0013900000000000002
2020-03-31,600153.XSHG,0.0008699999999999999
2020-03-31,600170.XSHG,0.00115
2020-03-31,600176.XSHG,0.00133
2020-03-31,600177.XSHG,0.0018
2020-03-31,600183.XSHG,0.00242
2020-03-31,600188.XSHG,0.00062
2020-03-31,600196.XSHG,0.00266
2020-03-31,600208.XSHG,0.00104
2020-03-31,600219.XSHG,0.0011899999999999999
2020-03-31,600221.XSHG,0.0014299999999999998
2020-03-31,600233.XSHG,0.0008799999999999999
2020-03-31,600271.XSHG,0.0017100000000000001
2020-03-31,600276.XSHG,0.0229
2020-03-31,600297.XSHG,0.00107
2020-03-31,600299.XSHG,0.00028000000000000003
2020-03-31,600309.XSHG,0.0052
2020-03-31,600332.XSHG,0.0014199999999999998
2020-03-31,600340.XSHG,0.00202
2020-03-31,600346.XSHG,0.00212
2020-03-31,600352.XSHG,0.00249
2020-03-31,600362.XSHG,0.00105
2020-03-31,600369.XSHG,0.0010299999999999999
2020-03-31,600372.XSHG,0.00055
2020-03-31,600383.XSHG,0.00256
2020-03-31,600390.XSHG,0.0003
2020-03-31,600398.XSHG,0.00067
2020-03-31,600406.XSHG,0.00367
2020-03-31,600436.XSHG,0.00301
2020-03-31,600438.XSHG,0.0024
2020-03-31,600482.XSHG,0.00091
2020-03-31,600487.XSHG,0.0017299999999999998
2020-03-31,600489.XSHG,0.0011200000000000001
2020-03-31,600498.XSHG,0.00187
2020-03-31,600516.XSHG,0.0011799999999999998
2020-03-31,600519.XSHG,0.04486
2020-03-31,600522.XSHG,0.00189
2020-03-31,600535.XSHG,0.00101
2020-03-31,600547.XSHG,0.0028699999999999997
2020-03-31,600566.XSHG,0.00057
2020-03-31,600570.XSHG,0.00454
2020-03-31,600583.XSHG,0.0008699999999999999
2020-03-31,600585.XSHG,0.00886
2020-03-31,600588.XSHG,0.00407
2020-03-31,600606.XSHG,0.00159
2020-03-31,600637.XSHG,0.00145
2020-03-31,600655.XSHG,0.00091
2020-03-31,600660.XSHG,0.00216
2020-03-31,600663.XSHG,0.00078
2020-03-31,600674.XSHG,0.0013
2020-03-31,600690.XSHG,0.0042699999999999995
2020-03-31,600703.XSHG,0.00377
2020-03-31,600705.XSHG,0.0017000000000000001
2020-03-31,600733.XSHG,0.00067
2020-03-31,600741.XSHG,0.0027300000000000002
2020-03-31,600760.XSHG,0.00097
2020-03-31,600795.XSHG,0.00192
2020-03-31,600809.XSHG,0.00189
2020-03-31,600837.XSHG,0.00835
2020-03-31,600848.XSHG,0.00064
2020-03-31,600867.XSHG,0.00121
2020-03-31,600886.XSHG,0.00217
2020-03-31,600887.XSHG,0.01463
2020-03-31,600893.XSHG,0.00153
2020-03-31,600900.XSHG,0.012230000000000001
2020-03-31,600919.XSHG,0.00446
2020-03-31,600926.XSHG,0.00127
2020-03-31,600928.XSHG,0.00021999999999999998
2020-03-31,600958.XSHG,0.00262
2020-03-31,600968.XSHG,0.00037
2020-03-31,600977.XSHG,0.0007099999999999999
2020-03-31,600989.XSHG,0.00055
2020-03-31,600998.XSHG,0.00077
2020-03-31,600999.XSHG,0.00393
2020-03-31,601006.XSHG,0.0032500000000000003
2020-03-31,601009.XSHG,0.0034599999999999995
2020-03-31,601012.XSHG,0.00527
2020-03-31,601018.XSHG,0.00113
2020-03-31,601021.XSHG,0.00095
2020-03-31,601066.XSHG,0.00111
2020-03-31,601088.XSHG,0.0043
2020-03-31,601108.XSHG,0.0020399999999999997
2020-03-31,601111.XSHG,0.00156
2020-03-31,601117.XSHG,0.0011799999999999998
2020-03-31,601138.XSHG,0.0019
2020-03-31,601155.XSHG,0.00227
2020-03-31,601162.XSHG,0.00028000000000000003
2020-03-31,601166.XSHG,0.01859
2020-03-31,601169.XSHG,0.0057399999999999994
2020-03-31,601186.XSHG,0.00364
2020-03-31,601198.XSHG,0.00121
2020-03-31,601211.XSHG,0.0059
2020-03-31,601212.XSHG,0.00033
2020-03-31,601216.XSHG,0.00067
2020-03-31,601225.XSHG,0.0024
2020-03-31,601229.XSHG,0.004699999999999999
2020-03-31,601236.XSHG,0.00064
2020-03-31,601238.XSHG,0.00079
2020-03-31,601288.XSHG,0.01038
2020-03-31,601298.XSHG,0.00023
2020-03-31,601318.XSHG,0.06022
2020-03-31,601319.XSHG,0.00054
2020-03-31,601328.XSHG,0.01139
2020-03-31,601336.XSHG,0.00267
2020-03-31,601360.XSHG,0.00062
2020-03-31,601377.XSHG,0.0023499999999999997
2020-03-31,601390.XSHG,0.0035199999999999997
2020-03-31,601398.XSHG,0.00893
2020-03-31,601555.XSHG,0.00199
2020-03-31,601577.XSHG,0.00064
2020-03-31,601600.XSHG,0.00151
2020-03-31,601601.XSHG,0.00713
2020-03-31,601607.XSHG,0.00181
2020-03-31,601618.XSHG,0.0015
2020-03-31,601628.XSHG,0.0035299999999999997
2020-03-31,601633.XSHG,0.00086
2020-03-31,601668.XSHG,0.00889
2020-03-31,601669.XSHG,0.00242
2020-03-31,601688.XSHG,0.00611
2020-03-31,601698.XSHG,0.00046
2020-03-31,601727.XSHG,0.00135
2020-03-31,601766.XSHG,0.00513
2020-03-31,601788.XSHG,0.0017299999999999998
2020-03-31,601800.XSHG,0.00156
2020-03-31,601808.XSHG,0.0005600000000000001
2020-03-31,601818.XSHG,0.00462
2020-03-31,601828.XSHG,0.0003
2020-03-31,601838.XSHG,0.00109
2020-03-31,601857.XSHG,0.00361
2020-03-31,601877.XSHG,0.0020399999999999997
2020-03-31,601878.XSHG,0.00107
2020-03-31,601881.XSHG,0.00098
2020-03-31,601888.XSHG,0.00527
2020-03-31,601898.XSHG,0.0005899999999999999
2020-03-31,601899.XSHG,0.004079999999999999
2020-03-31,601901.XSHG,0.0023799999999999997
2020-03-31,601919.XSHG,0.00128
2020-03-31,601933.XSHG,0.00315
2020-03-31,601939.XSHG,0.0034200000000000003
2020-03-31,601985.XSHG,0.0022
2020-03-31,601988.XSHG,0.005889999999999999
2020-03-31,601989.XSHG,0.0031
2020-03-31,601992.XSHG,0.0008799999999999999
2020-03-31,601997.XSHG,0.00158
2020-03-31,601998.XSHG,0.00128
2020-03-31,603019.XSHG,0.00221
2020-03-31,603156.XSHG,0.0008699999999999999
2020-03-31,603160.XSHG,0.0028699999999999997
2020-03-31,603259.XSHG,0.00534
2020-03-31,603260.XSHG,0.00028000000000000003
2020-03-31,603288.XSHG,0.00815
2020-03-31,603501.XSHG,0.00216
2020-03-31,603799.XSHG,0.00153
2020-03-31,603833.XSHG,0.00096
2020-03-31,603899.XSHG,0.0013700000000000001
2020-03-31,603986.XSHG,0.00375
2020-03-31,603993.XSHG,0.00197
2020-04-30,000001.XSHE,0.01023000000296581
2020-04-30,000002.XSHE,0.011830000001608759
2020-04-30,000063.XSHE,0.007190000001183587
2020-04-30,000069.XSHE,0.0020199999956036696
2020-04-30,000100.XSHE,0.00475000000547374
2020-04-30,000157.XSHE,0.0025099999957036525
2020-04-30,000166.XSHE,0.0029799999988494503
2020-04-30,000333.XSHE,0.019760000001289815
2020-04-30,000338.XSHE,0.004859999992961026
2020-04-30,000413.XSHE,0.0009199999987766779
2020-04-30,000415.XSHE,0.00037999999965849965
2020-04-30,000423.XSHE,0.0010700000143895186
2020-04-30,000425.XSHE,0.001969999998302681
2020-04-30,000538.XSHE,0.0034899999977591497
2020-04-30,000568.XSHE,0.00438999999986971
2020-04-30,000596.XSHE,0.001170000002603527
2020-04-30,000625.XSHE,0.0014300000041511686
2020-04-30,000627.XSHE,0.000819999995173405
2020-04-30,000629.XSHE,0.0006500000031294656
2020-04-30,000630.XSHE,0.0009299999970132281
2020-04-30,000651.XSHE,0.019950000002149432
2020-04-30,000656.XSHE,0.0012899999944822136
2020-04-30,000661.XSHE,0.006309999991797178
2020-04-30,000671.XSHE,0.0008600000008183247
2020-04-30,000703.XSHE,0.0010599999998842618
2020-04-30,000709.XSHE,0.0006599999999293023
2020-04-30,000723.XSHE,0.0006200000051892725
2020-04-30,000725.XSHE,0.006750000011949659
2020-04-30,000728.XSHE,0.0012500000009958389
2020-04-30,000768.XSHE,0.0018500000007687248
2020-04-30,000776.XSHE,0.003069999999815172
2020-04-30,000783.XSHE,0.001869999996871635
2020-04-30,000786.XSHE,0.00163000001068879
2020-04-30,000858.XSHE,0.019940000001073183
2020-04-30,000876.XSHE,0.005250000001511752
2020-04-30,000895.XSHE,0.0030499999942262064
2020-04-30,000898.XSHE,0.00048000000071478854
2020-04-30,000938.XSHE,0.002580000002575575
2020-04-30,000961.XSHE,0.0011399999959480329
2020-04-30,000963.XSHE,0.00131999999240723
2020-04-30,001979.XSHE,0.004100000003008295
2020-04-30,002001.XSHE,0.002659999996178772
2020-04-30,002007.XSHE,0.003219999993646288
2020-04-30,002008.XSHE,0.001960000008860292
2020-04-30,002010.XSHE,0.0006099999985884511
2020-04-30,002024.XSHE,0.0023700000022359277
2020-04-30,002027.XSHE,0.003750000003227174
2020-04-30,002032.XSHE,0.0008199999990104526
2020-04-30,002044.XSHE,0.002380000019360426
2020-04-30,002050.XSHE,0.002309999999669069
2020-04-30,002081.XSHE,0.0009799999977960377
2020-04-30,002120.XSHE,0.0014899999972063241
2020-04-30,002142.XSHE,0.005550000000885788
2020-04-30,002146.XSHE,0.0010699999933187472
2020-04-30,002153.XSHE,0.000740000006750349
2020-04-30,002179.XSHE,0.0014499999984094558
2020-04-30,002202.XSHE,0.0020900000027289384
2020-04-30,002230.XSHE,0.003880000006641096
2020-04-30,002236.XSHE,0.0022999999969147153
2020-04-30,002241.XSHE,0.0033300000025669883
2020-04-30,002252.XSHE,0.001300000005817391
2020-04-30,002271.XSHE,0.0027399999950586417
2020-04-30,002294.XSHE,0.0005900000038047524
2020-04-30,002304.XSHE,0.004490000003412727
2020-04-30,002311.XSHE,0.0025800000042568547
2020-04-30,002352.XSHE,0.0031300000011053515
2020-04-30,002410.XSHE,0.0026900000047252516
2020-04-30,002411.XSHE,0.00036000000028305697
2020-04-30,002415.XSHE,0.009069999997119098
2020-04-30,002422.XSHE,0.001270000005196054
2020-04-30,002456.XSHE,0.00218000000551001
2020-04-30,002460.XSHE,0.002680000000641732
2020-04-30,002466.XSHE,0.0011200000120501952
2020-04-30,002468.XSHE,0.000380000001016224
2020-04-30,002475.XSHE,0.011489999995639667
2020-04-30,002493.XSHE,0.0017000000033024327
2020-04-30,002508.XSHE,0.0011399999962420071
2020-04-30,002555.XSHE,0.002889999986188558
2020-04-30,002558.XSHE,0.0007800000042263555
2020-04-30,002594.XSHE,0.004110000004554916
2020-04-30,002601.XSHE,0.0012799999955914762
2020-04-30,002602.XSHE,0.0025099999979380674
2020-04-30,002607.XSHE,0.0013199999876648604
2020-04-30,002624.XSHE,0.001850000000356132
2020-04-30,002673.XSHE,0.0010500000037226272
2020-04-30,002714.XSHE,0.008339999998226325
2020-04-30,002736.XSHE,0.001990000001811681
2020-04-30,002739.XSHE,0.001050000016712446
2020-04-30,002773.XSHE,0.0007600000002850961
2020-04-30,002841.XSHE,0.00041999999595599807
2020-04-30,002916.XSHE,0.0017999999916415267
2020-04-30,002938.XSHE,0.0007999999983312117
2020-04-30,002939.XSHE,0.00030999999846113586
2020-04-30,002945.XSHE,0.00028999999845743033
2020-04-30,002958.XSHE,0.0002099999979487178
2020-04-30,300003.XSHE,0.0030799999967908148
2020-04-30,300015.XSHE,0.004159999998700566
2020-04-30,300017.XSHE,0.0012100000055066185
2020-04-30,300024.XSHE,0.0010900000054450468
2020-04-30,300033.XSHE,0.0019399999907723385
2020-04-30,300059.XSHE,0.007419999997664616
2020-04-30,300070.XSHE,0.0013699999983158167
2020-04-30,300122.XSHE,0.0028799999871389915
2020-04-30,300124.XSHE,0.0025800000006136405
2020-04-30,300136.XSHE,0.00241999999813495
2020-04-30,300142.XSHE,0.0037700000047058272
2020-04-30,300144.XSHE,0.0019699999997115436
2020-04-30,300347.XSHE,0.0030599999922959593
2020-04-30,300408.XSHE,0.0016500000043112935
2020-04-30,300413.XSHE,0.001880000001209632
2020-04-30,300433.XSHE,0.0017599999984227802
2020-04-30,300498.XSHE,0.008509999997309642
2020-04-30,600000.XSHG,0.009450000000022793
2020-04-30,600004.XSHG,0.0012400000019523252
2020-04-30,600009.XSHG,0.0051599999993320895
2020-04-30,600010.XSHG,0.0018600000064633898
2020-04-30,600011.XSHG,0.0014000000041979985
2020-04-30,600015.XSHG,0.003060000000326568
2020-04-30,600016.XSHG,0.011069999999448259
2020-04-30,600018.XSHG,0.0014700000009411403
2020-04-30,600019.XSHG,0.003279999999736587
2020-04-30,600023.XSHG,0.0010799999975848733
2020-04-30,600025.XSHG,0.0004800000003459714
2020-04-30,600027.XSHG,0.0008999999950298261
2020-04-30,600028.XSHG,0.0045200000076756185
2020-04-30,600029.XSHG,0.0017600000118339863
2020-04-30,600030.XSHG,0.01528000000007403
2020-04-30,600031.XSHG,0.008769999992911988
2020-04-30,600036.XSHG,0.027390000003462513
2020-04-30,600038.XSHG,0.000989999999352349
2020-04-30,600048.XSHG,0.008799999998872574
2020-04-30,600050.XSHG,0.0036800000037508374
2020-04-30,600061.XSHG,0.0015300000026516184
2020-04-30,600066.XSHG,0.0013099999996058576
2020-04-30,600068.XSHG,0.0013699999980998695
2020-04-30,600085.XSHG,0.0010700000045142653
2020-04-30,600089.XSHG,0.0021199999979743113
2020-04-30,600100.XSHG,0.001310000012083613
2020-04-30,600104.XSHG,0.005009999999536056
2020-04-30,600109.XSHG,0.0017799999952157275
2020-04-30,600111.XSHG,0.0014899999966768841
2020-04-30,600115.XSHG,0.001490000008760722
2020-04-30,600118.XSHG,0.0014700000001204552
2020-04-30,600153.XSHG,0.0008999999898124917
2020-04-30,600170.XSHG,0.0011100000011596773
2020-04-30,600176.XSHG,0.0014000000025977822
2020-04-30,600177.XSHG,0.001749999998539935
2020-04-30,600183.XSHG,0.002799999996359328
2020-04-30,600188.XSHG,0.0005599999982484231
2020-04-30,600196.XSHG,0.0025599999985771236
2020-04-30,600208.XSHG,0.0010200000028758995
2020-04-30,600219.XSHG,0.0011299999914550884
2020-04-30,600221.XSHG,0.0012700000072535566
2020-04-30,600233.XSHG,0.0009100000003735732
2020-04-30,600271.XSHG,0.0014500000078660213
2020-04-30,600276.XSHG,0.021789999997190744
2020-04-30,600297.XSHG,0.000849999997637647
2020-04-30,600299.XSHG,0.00027000000505576137
2020-04-30,600309.XSHG,0.005350000000446034
2020-04-30,600332.XSHG,0.0013200000014576044
2020-04-30,600340.XSHG,0.0021799999933368674
2020-04-30,600346.XSHG,0.0022599999917755176
2020-04-30,600352.XSHG,0.0023799999962693693
2020-04-30,600362.XSHG,0.001009999995291189
2020-04-30,600369.XSHG,0.0009700000006616485
2020-04-30,600372.XSHG,0.0005499999991650549
2020-04-30,600383.XSHG,0.0022899999979404326
2020-04-30,600390.XSHG,0.00026999999918533976
2020-04-30,600398.XSHG,0.0006400000007123915
2020-04-30,600406.XSHG,0.003520000000329472
2020-04-30,600436.XSHG,0.003199999995193311
2020-04-30,600438.XSHG,0.002939999997817979
2020-04-30,600482.XSHG,0.000830000000960012
2020-04-30,600487.XSHG,0.001680000000713542
2020-04-30,600489.XSHG,0.001099999998162092
2020-04-30,600498.XSHG,0.0016900000021432113
2020-04-30,600516.XSHG,0.0010299999959192227
2020-04-30,600519.XSHG,0.04813000000460258
2020-04-30,600522.XSHG,0.002069999996434045
2020-04-30,600535.XSHG,0.0009600000040452174
2020-04-30,600547.XSHG,0.0028599999951230606
2020-04-30,600566.XSHG,0.0005099999937939293
2020-04-30,600570.XSHG,0.004989999993883768
2020-04-30,600583.XSHG,0.0008300000063671591
2020-04-30,600585.XSHG,0.009079999995154448
2020-04-30,600588.XSHG,0.004400000002405187
2020-04-30,600606.XSHG,0.0015599999984180584
2020-04-30,600637.XSHG,0.0014000000027066994
2020-04-30,600655.XSHG,0.0008899999975835831
2020-04-30,600660.XSHG,0.0020999999974576143
2020-04-30,600663.XSHG,0.0007800000006641392
2020-04-30,600674.XSHG,0.0011999999990776392
2020-04-30,600690.XSHG,0.004310000002927155
2020-04-30,600703.XSHG,0.00407000000702431
2020-04-30,600705.XSHG,0.0015999999977496513
2020-04-30,600733.XSHG,0.0005800000017211752
2020-04-30,600741.XSHG,0.0024299999989088462
2020-04-30,600760.XSHG,0.0010599999924799511
2020-04-30,600795.XSHG,0.00178000000000062
2020-04-30,600809.XSHG,0.0021199999967610283
2020-04-30,600837.XSHG,0.007890000000505215
2020-04-30,600848.XSHG,0.0005900000024216924
2020-04-30,600867.XSHG,0.0013699999944245616
2020-04-30,600886.XSHG,0.0019699999982369333
2020-04-30,600887.XSHG,0.013490000004145707
2020-04-30,600893.XSHG,0.001689999999295394
2020-04-30,600900.XSHG,0.011620000000044702
2020-04-30,600919.XSHG,0.004219999998157751
2020-04-30,600926.XSHG,0.0014899999985164066
2020-04-30,600928.XSHG,0.00019999999842256041
2020-04-30,600958.XSHG,0.002550000000370197
2020-04-30,600968.XSHG,0.00035999999975723024
2020-04-30,600977.XSHG,0.0007500000054424823
2020-04-30,600989.XSHG,0.0005199999981223137
2020-04-30,600998.XSHG,0.0007599999999834963
2020-04-30,600999.XSHG,0.003999999999671634
2020-04-30,601006.XSHG,0.003229999997560593
2020-04-30,601009.XSHG,0.00348999999743892
2020-04-30,601012.XSHG,0.00615999999205068
2020-04-30,601018.XSHG,0.000999999999492259
2020-04-30,601021.XSHG,0.0010300000016513363
2020-04-30,601066.XSHG,0.0011799999973460247
2020-04-30,601088.XSHG,0.003980000000900398
2020-04-30,601108.XSHG,0.0018199999954664101
2020-04-30,601111.XSHG,0.0016400000076873737
2020-04-30,601117.XSHG,0.0011499999989597783
2020-04-30,601138.XSHG,0.0019899999994256973
2020-04-30,601155.XSHG,0.002169999993567761
2020-04-30,601162.XSHG,0.00028000000252653164
2020-04-30,601166.XSHG,0.018289999999642703
2020-04-30,601169.XSHG,0.005579999999200015
2020-04-30,601186.XSHG,0.003409999998198763
2020-04-30,601198.XSHG,0.001120000002688745
2020-04-30,601211.XSHG,0.005770000001077951
2020-04-30,601212.XSHG,0.00029000000479509764
2020-04-30,601216.XSHG,0.0007299999984416039
2020-04-30,601225.XSHG,0.002279999995507208
2020-04-30,601229.XSHG,0.004389999999781584
2020-04-30,601236.XSHG,0.0005899999989299966
2020-04-30,601238.XSHG,0.0006900000023329544
2020-04-30,601288.XSHG,0.010030000004088071
2020-04-30,601298.XSHG,0.00020999999756571639
2020-04-30,601318.XSHG,0.06104000000248118
2020-04-30,601319.XSHG,0.0005099999982011047
2020-04-30,601328.XSHG,0.010770000001103987
2020-04-30,601336.XSHG,0.00283999999466266
2020-04-30,601360.XSHG,0.0005699999967496692
2020-04-30,601377.XSHG,0.0021400000006708713
2020-04-30,601390.XSHG,0.0036099999964602863
2020-04-30,601398.XSHG,0.008440000008168028
2020-04-30,601555.XSHG,0.0018300000017331215
2020-04-30,601577.XSHG,0.0006099999960341157
2020-04-30,601600.XSHG,0.0014099999987691218
2020-04-30,601601.XSHG,0.007319999997155905
2020-04-30,601607.XSHG,0.0016199999998205785
2020-04-30,601618.XSHG,0.001389999999175328
2020-04-30,601628.XSHG,0.003600000001159133
2020-04-30,601633.XSHG,0.0007400000010042571
2020-04-30,601668.XSHG,0.008319999997125613
2020-04-30,601669.XSHG,0.002070000000032077
2020-04-30,601688.XSHG,0.00605999999842144
2020-04-30,601698.XSHG,0.0005199999990947364
2020-04-30,601727.XSHG,0.001340000004500191
2020-04-30,601766.XSHG,0.00456000000348529
2020-04-30,601788.XSHG,0.0016500000025796249
2020-04-30,601800.XSHG,0.001429999998705281
2020-04-30,601808.XSHG,0.0005600000002328433
2020-04-30,601818.XSHG,0.004499999999592647
2020-04-30,601828.XSHG,0.0002899999993107247
2020-04-30,601838.XSHG,0.0010599999955534204
2020-04-30,601857.XSHG,0.003260000007299466
2020-04-30,601877.XSHG,0.002030000001218596
2020-04-30,601878.XSHG,0.0009899999973546033
2020-04-30,601881.XSHG,0.0009699999983711718
2020-04-30,601888.XSHG,0.006750000001279008
2020-04-30,601898.XSHG,0.0005300000016437568
2020-04-30,601899.XSHG,0.004069999993908617
2020-04-30,601901.XSHG,0.00222000000418909
2020-04-30,601919.XSHG,0.0010499999958124026
2020-04-30,601933.XSHG,0.002940000004193498
2020-04-30,601939.XSHG,0.003270000005947943
2020-04-30,601985.XSHG,0.002040000001178269
2020-04-30,601988.XSHG,0.005550000003610948
2020-04-30,601989.XSHG,0.002890000004365613
2020-04-30,601992.XSHG,0.0008200000022682078
2020-04-30,601997.XSHG,0.0015399999953038227
2020-04-30,601998.XSHG,0.0012100000011594
2020-04-30,603019.XSHG,0.0023000000005934953
2020-04-30,603156.XSHG,0.0008500000013931117
2020-04-30,603160.XSHG,0.0024399999946697923
2020-04-30,603259.XSHG,0.005650000002516756
2020-04-30,603260.XSHG,0.0002499999972180696
2020-04-30,603288.XSHG,0.007539999999455643
2020-04-30,603501.XSHG,0.002540000001319533
2020-04-30,603799.XSHG,0.0017799999988528984
2020-04-30,603833.XSHG,0.001010000001733557
2020-04-30,603899.XSHG,0.0014299999980832499
2020-04-30,603986.XSHG,0.0040499999974554736
2020-04-30,603993.XSHG,0.0018599999978772311
2020-05-29,000001.XSHE,0.009660000008751854
2020-05-29,000002.XSHE,0.011479999988456354
2020-05-29,000063.XSHE,0.00638000003534311
2020-05-29,000069.XSHE,0.001829999967989188
2020-05-29,000100.XSHE,0.0054100000102126474
2020-05-29,000157.XSHE,0.002529999420850117
2020-05-29,000166.XSHE,0.0029799997500706086
2020-05-29,000333.XSHE,0.021949999863649993
2020-05-29,000338.XSHE,0.0047899997731530725
2020-05-29,000413.XSHE,0.0009300000065717595
2020-05-29,000415.XSHE,0.00043999939585920604
2020-05-29,000423.XSHE,0.0012500001697089752
2020-05-29,000425.XSHE,0.002109997866819319
2020-05-29,000538.XSHE,0.0034499997838587627
2020-05-29,000568.XSHE,0.004779999496355459
2020-05-29,000596.XSHE,0.0013199999792606633
2020-05-29,000625.XSHE,0.0014700000031338221
2020-05-29,000627.XSHE,0.0007399995595496656
2020-05-29,000629.XSHE,0.0006400000514004275
2020-05-29,000630.XSHE,0.0009099995431671293
2020-05-29,000651.XSHE,0.020980001037567468
2020-05-29,000656.XSHE,0.0012599995355884826
2020-05-29,000661.XSHE,0.007139998420728584
2020-05-29,000671.XSHE,0.0008100000071265365
2020-05-29,000703.XSHE,0.0010399999320727723
2020-05-29,000709.XSHE,0.0006499997590897939
2020-05-29,000723.XSHE,0.0005900058796402894
2020-05-29,000725.XSHE,0.006730010498871034
2020-05-29,000728.XSHE,0.001230000011506749
2020-05-29,000768.XSHE,0.0018200000123745428
2020-05-29,000776.XSHE,0.0029899998540424614
2020-05-29,000783.XSHE,0.0018499995425295653
2020-05-29,000786.XSHE,0.001500002964553598
2020-05-29,000858.XSHE,0.022019999793500066
2020-05-29,000876.XSHE,0.004520000840375141
2020-05-29,000895.XSHE,0.0030199989259203034
2020-05-29,000898.XSHE,0.00044999975552299624
2020-05-29,000938.XSHE,0.002390000040071491
2020-05-29,000961.XSHE,0.0011199995628738144
2020-05-29,000963.XSHE,0.0015199977841599793
2020-05-29,001979.XSHE,0.0038900061462547584
2020-05-29,002001.XSHE,0.0024999999868001287
2020-05-29,002007.XSHE,0.0034499986942119728
2020-05-29,002008.XSHE,0.0019900000371639117
2020-05-29,002010.XSHE,0.0005699997612471779
2020-05-29,002024.XSHE,0.0025000000178713394
2020-05-29,002027.XSHE,0.0038900000223112794
2020-05-29,002032.XSHE,0.0008499998294167053
2020-05-29,002044.XSHE,0.0024700239115207096
2020-05-29,002050.XSHE,0.0023699999845235007
2020-05-29,002081.XSHE,0.000969999610358217
2020-05-29,002120.XSHE,0.0017099981298635484
2020-05-29,002142.XSHE,0.005890000009901613
2020-05-29,002146.XSHE,0.0010399993065012864
2020-05-29,002153.XSHE,0.0007300000342981291
2020-05-29,002179.XSHE,0.001429999573491507
2020-05-29,002202.XSHE,0.0020000000148595533
2020-05-29,002230.XSHE,0.0037700000296152993
2020-05-29,002236.XSHE,0.0020599994768249787
2020-05-29,002241.XSHE,0.0036899997283219885
2020-05-29,002252.XSHE,0.0012700000723763697
2020-05-29,002271.XSHE,0.0027699985023525208
